Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost
2129,Mahindra,XUV300,2016,Petrol,Manual,2880000,13.2,1000,4,7900
2130,Tata Motors,Punch,2017,Electric,Manual,1300000,27.1,2500,5,18500
2131,Volkswagen,Vento,2022,CNG,Automatic,980000,13.8,1500,4,18800
2132,Honda,Amaze,2018,Diesel,Automatic,2380000,16.5,1800,7,9100
2133,Tata Motors,Tiago,2023,CNG,Automatic,1780000,27.8,1500,7,12700
2134,Hyundai,i10,2024,CNG,Automatic,2590000,24.8,1500,4,10600
2135,Renault,Duster,2018,Petrol,Automatic,3260000,14,1200,6,12400
2136,Kia,Carnival,2019,Petrol,Manual,2340000,22.4,1000,4,23100
2137,Toyota,Fortuner,2015,Electric,Manual,2170000,19.4,1200,7,10800
2138,Toyota,Fortuner,2017,CNG,Automatic,1530000,16.9,1500,5,12500
2139,Renault,Kwid,2019,CNG,Automatic,2830000,10.5,1000,4,16000
2140,Tata Motors,Altroz,2022,Diesel,Manual,1610000,29.2,1500,4,24300
2141,Hyundai,Verna,2018,Electric,Automatic,2570000,21,1500,6,14100
2142,Skoda,Rapid,2021,Petrol,Manual,1110000,10.3,1200,5,15300
2143,Mahindra,XUV300,2018,CNG,Automatic,2840000,17.4,1200,7,11500
2144,Tata Motors,Tiago,2024,Petrol,Manual,1140000,20.8,2000,7,5300
2145,Toyota,Camry,2016,CNG,Automatic,610000,27.7,1200,4,19700
2146,Kia,EV6,2018,CNG,Automatic,2790000,13.6,1800,7,6900
2147,Volkswagen,Polo,2020,CNG,Automatic,1710000,18.1,1200,6,9700
2148,Renault,Triber,2024,Petrol,Manual,2510000,28.4,1500,4,23300
2149,Hyundai,Creta,2023,Petrol,Automatic,1860000,17.9,1200,7,9000
2150,Renault,Duster,2024,Petrol,Automatic,2930000,21.5,1000,4,6300
2151,Honda,Civic,2022,Electric,Automatic,2360000,11.5,800,6,8500
2152,Mahindra,Scorpio,2015,Diesel,Manual,670000,21.1,2000,5,19000
2153,Maruti Suzuki,WagonR,2015,Diesel,Automatic,590000,18.7,1000,6,15700
2154,Honda,City,2016,Diesel,Automatic,1170000,22.3,1200,6,20800
2155,Maruti Suzuki,WagonR,2023,Petrol,Manual,2350000,21.7,1800,7,11000
2156,Hyundai,i10,2020,Electric,Automatic,1860000,23.6,2500,4,13800
2157,Volkswagen,Taigun,2024,Petrol,Manual,3130000,11.1,1800,4,14400
2158,Toyota,Fortuner,2019,CNG,Manual,3460000,11,1200,6,24400
2159,Kia,Sonet,2017,Diesel,Manual,970000,13.7,800,7,7800
2160,Tata Motors,Nexon,2017,CNG,Automatic,1700000,18.9,1500,6,16700
2161,Renault,Kwid,2023,Diesel,Manual,2700000,15.7,1000,4,22100
2162,Hyundai,i10,2016,Petrol,Automatic,1690000,18.7,2000,4,18400
2163,Skoda,Rapid,2023,CNG,Manual,2270000,16.3,2000,4,8200
2164,Hyundai,Venue,2015,Electric,Automatic,1430000,22.3,1200,7,6700
2165,Volkswagen,Tiguan,2020,Petrol,Automatic,2090000,28.1,1200,4,8400
2166,Toyota,Camry,2020,Electric,Automatic,3250000,18.6,1800,5,7500
2167,Toyota,Camry,2017,CNG,Automatic,2260000,13.4,1500,6,12300
2168,Hyundai,Venue,2022,Petrol,Automatic,2210000,14,1800,4,22700
2169,Honda,Amaze,2017,Diesel,Automatic,2400000,15.8,1200,4,11400
2170,Renault,Lodgy,2019,Petrol,Automatic,2550000,25.4,2000,7,10900
2171,Tata Motors,Harrier,2023,CNG,Manual,3400000,22.3,1500,4,11300
2172,Toyota,Glanza,2016,Diesel,Automatic,3410000,21.6,800,4,20400
2173,Honda,Jazz,2015,CNG,Manual,2330000,13,1200,5,22500
2174,Skoda,Octavia,2023,Electric,Manual,650000,19.4,2000,4,15500
2175,Skoda,Kushaq,2019,Petrol,Manual,3050000,25,1800,5,23400
2176,Tata Motors,Punch,2024,CNG,Automatic,1710000,21.3,1500,6,7800
2177,Volkswagen,Taigun,2018,CNG,Manual,1330000,15.6,2000,4,23200
2178,Tata Motors,Punch,2018,CNG,Manual,2040000,13.6,1500,5,16100
2179,Renault,Duster,2022,Electric,Automatic,2350000,21.3,1200,6,11300
2180,Kia,Carens,2023,Diesel,Automatic,3290000,16.9,2500,4,17100
2181,Skoda,Rapid,2021,Electric,Manual,1410000,26.8,1000,6,11300
2182,Renault,Lodgy,2024,Diesel,Automatic,1900000,24.8,1500,4,6500
2183,Honda,City,2023,CNG,Manual,1000000,15.4,800,7,21300
2184,Toyota,Innova,2023,Electric,Manual,3150000,29,1000,7,5300
2185,Hyundai,i10,2018,Electric,Automatic,2390000,16.2,800,4,24100
2186,Hyundai,i20,2019,Petrol,Automatic,2480000,12.2,2500,5,5300
2187,Maruti Suzuki,Baleno,2024,Electric,Manual,520000,13.8,1200,4,20500
2188,Mahindra,Scorpio,2017,Diesel,Automatic,3400000,16.2,2500,4,10500
2189,Toyota,Innova,2020,Electric,Automatic,2710000,22.7,1500,7,12200
2190,Toyota,Camry,2016,Electric,Automatic,750000,26.1,1200,6,7200
2191,Toyota,Innova,2016,Diesel,Automatic,440000,25.9,2000,4,15300
2192,Renault,Triber,2021,Petrol,Automatic,2270000,16.1,2500,7,23900
2193,Maruti Suzuki,WagonR,2023,CNG,Automatic,2930000,14.9,2000,6,20900
2194,Toyota,Glanza,2020,CNG,Manual,760000,12.3,800,4,16400
2195,Mahindra,Bolero,2018,Petrol,Automatic,720000,13.4,1000,4,24900
2196,Skoda,Slavia,2017,Electric,Automatic,2630000,23.8,800,6,21400
2197,Renault,Lodgy,2017,CNG,Manual,1640000,18.3,1200,7,24300
2198,Mahindra,Thar,2019,Petrol,Automatic,990000,24.7,800,6,5000
2199,Hyundai,Venue,2021,Petrol,Manual,1640000,25.8,1500,5,16000
2200,Honda,Amaze,2018,Diesel,Manual,440000,25.8,1500,6,18700
2201,Toyota,Glanza,2019,Petrol,Manual,930000,27.2,800,5,17200
2202,Toyota,Camry,2023,CNG,Manual,720000,14.3,1800,7,24900
2203,Tata Motors,Nexon,2018,Diesel,Manual,1670000,14.3,2500,4,9100
2204,Honda,Amaze,2018,Petrol,Manual,3180000,18.8,1500,6,12000
2205,Mahindra,Bolero,2016,Electric,Automatic,1620000,11.6,1000,4,10200
2206,Hyundai,i20,2018,CNG,Manual,650000,22.4,2000,6,11000
2207,Mahindra,Thar,2021,Diesel,Manual,1410000,17.7,1200,6,21400
2208,Mahindra,XUV300,2018,Electric,Automatic,1940000,17.1,1800,7,5100
2209,Volkswagen,Polo,2020,Electric,Manual,2310000,15.1,1200,5,18100
2210,Kia,EV6,2019,CNG,Automatic,2030000,15.5,1000,4,15800
2211,Volkswagen,Tiguan,2018,Petrol,Automatic,1000000,11.4,800,6,7600
2212,Kia,Carens,2015,Diesel,Automatic,690000,25.6,1500,4,15600
2213,Volkswagen,Polo,2019,Petrol,Automatic,2030000,12.1,1500,7,18000
2214,Hyundai,i10,2022,Electric,Automatic,1110000,16.1,1500,5,18000
2215,Volkswagen,Taigun,2017,Electric,Automatic,1290000,25.2,1000,4,15100
2216,Toyota,Glanza,2015,Diesel,Automatic,3320000,23.1,1500,6,17600
2217,Hyundai,Venue,2022,Electric,Automatic,550000,27.8,1500,7,9000
2218,Mahindra,Scorpio,2022,Electric,Automatic,1150000,17.9,1000,5,6800
2219,Toyota,Fortuner,2016,CNG,Automatic,1440000,24.5,2500,7,23400
2220,Skoda,Rapid,2021,Electric,Automatic,1600000,16.6,1500,4,13500
2221,Kia,EV6,2015,Petrol,Manual,3190000,15.1,800,5,16300
2222,Volkswagen,Vento,2017,CNG,Automatic,1000000,25.9,1200,6,6500
2223,Volkswagen,Virtus,2021,CNG,Manual,2600000,18.8,800,7,24400
2224,Tata Motors,Harrier,2023,Diesel,Manual,580000,19.4,1000,6,17700
2225,Honda,Civic,2022,Electric,Manual,2110000,18.1,1000,7,24900
2226,Honda,WR-V,2020,CNG,Manual,1430000,17,1200,6,12100
2227,Hyundai,Verna,2018,Electric,Automatic,1430000,19.8,2500,4,16800
2228,Tata Motors,Nexon,2015,CNG,Automatic,2540000,20.1,1800,7,17100
2229,Honda,City,2016,Petrol,Automatic,1040000,22.2,2000,5,23800
2230,Toyota,Camry,2015,Electric,Automatic,3160000,20.3,1000,7,22300
2231,Toyota,Glanza,2023,Petrol,Manual,1100000,19.2,1800,7,19600
2232,Tata Motors,Altroz,2020,Diesel,Automatic,3440000,29,800,7,18900
2233,Maruti Suzuki,Swift,2023,CNG,Manual,1450000,11.1,1500,5,11400
2234,Honda,Amaze,2022,CNG,Manual,2900000,13.1,800,6,8700
2235,Skoda,Superb,2021,Petrol,Automatic,860000,17.9,1200,4,15300
2236,Volkswagen,Virtus,2018,CNG,Automatic,2040000,11.2,2500,7,18400
2237,Volkswagen,Vento,2023,Electric,Automatic,3190000,22.6,800,7,23300
2238,Maruti Suzuki,Baleno,2016,Diesel,Automatic,1190000,20.7,800,7,19700
2239,Tata Motors,Tiago,2015,Electric,Manual,1600000,12.5,2500,5,19100
2240,Honda,Civic,2017,CNG,Manual,1860000,28.7,1800,4,13100
2241,Mahindra,XUV700,2018,Diesel,Manual,1810000,17.9,1500,6,16900
2242,Hyundai,Venue,2015,Diesel,Manual,2440000,19.9,1000,5,24900
2243,Mahindra,Scorpio,2018,CNG,Manual,2290000,27.6,1500,6,22000
2244,Volkswagen,Polo,2017,Electric,Automatic,820000,13.2,1800,4,21600
2245,Skoda,Rapid,2020,Diesel,Manual,1230000,27.5,1200,5,18400
2246,Hyundai,i10,2019,Electric,Manual,2830000,15.5,1200,7,5900
2247,Volkswagen,Taigun,2024,Diesel,Automatic,2020000,18.9,800,6,12300
2248,Renault,Kwid,2017,Electric,Manual,2810000,11.8,1800,6,14700
2249,Mahindra,XUV300,2022,Diesel,Manual,2260000,25,2000,6,11800
2250,Hyundai,Creta,2023,Electric,Manual,1060000,26.1,1200,6,10200
2251,Tata Motors,Punch,2022,Diesel,Automatic,1860000,18.6,1000,6,8100
2252,Kia,Sonet,2022,Electric,Automatic,2230000,19.7,1500,7,22300
2253,Renault,Duster,2022,Petrol,Automatic,2370000,20.8,1000,7,9700
2254,Maruti Suzuki,WagonR,2019,Electric,Manual,2780000,23.3,1800,4,20500
2255,Renault,Kiger,2015,Electric,Automatic,2570000,14.6,800,4,17900
2256,Skoda,Superb,2018,CNG,Automatic,1340000,29.8,1200,7,8900
2257,Kia,EV6,2016,CNG,Automatic,1140000,17.7,1200,5,6400
2258,Honda,WR-V,2024,Electric,Automatic,2600000,17.6,1800,5,21400
2259,Skoda,Slavia,2021,Diesel,Automatic,3300000,21.5,1200,7,13600
2260,Honda,Amaze,2023,Petrol,Automatic,2370000,25.5,1000,6,7800
2261,Hyundai,Verna,2022,Petrol,Automatic,2790000,17.5,800,5,21000
2262,Hyundai,Verna,2019,Electric,Automatic,2750000,17.3,1800,4,17400
2263,Hyundai,Creta,2022,Petrol,Automatic,1770000,10.1,1800,6,17400
2264,Hyundai,i20,2016,CNG,Manual,940000,15.9,2500,6,20000
2265,Volkswagen,Taigun,2022,Diesel,Automatic,2090000,25.5,1000,6,14400
2266,Maruti Suzuki,Dzire,2020,CNG,Manual,3380000,28.2,2000,7,14400
2267,Renault,Duster,2020,Electric,Automatic,2600000,17.7,1200,7,11100
2268,Tata Motors,Tiago,2018,Electric,Manual,3190000,10.1,1500,6,15100
2269,Tata Motors,Altroz,2018,Diesel,Manual,3420000,11.8,1500,7,15600
2270,Kia,Sonet,2023,Petrol,Automatic,2740000,28.8,800,7,14400
2271,Kia,Sonet,2023,Electric,Automatic,2440000,29.2,2500,4,15100
2272,Maruti Suzuki,Dzire,2023,CNG,Manual,970000,21.7,1000,5,11700
2273,Hyundai,Venue,2024,CNG,Manual,1930000,26.5,2500,6,20000
2274,Honda,Amaze,2019,Petrol,Automatic,890000,23.7,800,7,12400
2275,Toyota,Urban Cruiser,2019,Diesel,Automatic,1360000,10.2,1500,5,5200
2276,Mahindra,Scorpio,2021,Diesel,Automatic,1660000,21.6,2000,5,21300
2277,Skoda,Rapid,2024,Diesel,Manual,3230000,20.6,800,7,21600
2278,Volkswagen,Tiguan,2020,Diesel,Manual,530000,17.2,1500,7,15700
2279,Tata Motors,Punch,2020,Petrol,Automatic,3270000,21.1,1000,5,7400
2280,Kia,EV6,2022,Diesel,Manual,2270000,19.1,2500,7,20300
2281,Hyundai,Verna,2016,Petrol,Automatic,3340000,11.8,1500,4,20800
2282,Volkswagen,Tiguan,2018,CNG,Automatic,1810000,16.1,2500,5,10300
2283,Skoda,Kushaq,2022,Electric,Manual,2910000,20.1,1000,4,20700
2284,Maruti Suzuki,Swift,2021,Diesel,Automatic,970000,18.3,1000,5,6300
2285,Kia,Carens,2015,CNG,Manual,3190000,23.5,2000,5,23600
2286,Hyundai,i10,2019,Diesel,Manual,2370000,24.7,2500,4,6300
2287,Volkswagen,Vento,2018,Diesel,Manual,2490000,23.5,800,7,9400
2288,Skoda,Rapid,2017,CNG,Manual,2500000,13.9,2000,4,6100
2289,Renault,Kwid,2022,Electric,Automatic,760000,10.1,1000,6,23900
2290,Kia,EV6,2020,Diesel,Manual,2560000,15.1,2000,7,5200
2291,Honda,WR-V,2016,Diesel,Manual,670000,13.6,2000,6,19400
2292,Hyundai,Venue,2019,Electric,Manual,2910000,18.6,1800,6,17600
2293,Maruti Suzuki,Swift,2015,CNG,Manual,1060000,22.5,800,4,12900
2294,Hyundai,i20,2015,Petrol,Automatic,2670000,19.5,1500,6,22100
2295,Skoda,Slavia,2021,CNG,Automatic,2600000,28.1,1500,4,9700
2296,Skoda,Octavia,2016,Electric,Manual,3350000,27.5,2000,7,13300
2297,Toyota,Camry,2019,CNG,Manual,540000,13.7,2000,6,10000
2298,Skoda,Octavia,2019,Petrol,Automatic,660000,25.8,1000,6,9300
2299,Toyota,Urban Cruiser,2023,Electric,Manual,3300000,24.7,1000,5,21900
2300,Toyota,Fortuner,2022,CNG,Manual,2050000,21.3,1000,5,22500
2301,Skoda,Slavia,2020,Petrol,Automatic,2760000,15,1800,6,11200
2302,Tata Motors,Tiago,2020,Diesel,Automatic,3140000,23.5,1800,5,20900
2303,Toyota,Camry,2022,Diesel,Automatic,3030000,19.4,1500,7,24400
2304,Kia,Carnival,2022,CNG,Automatic,1130000,21.4,800,7,8300
2305,Toyota,Urban Cruiser,2021,Petrol,Manual,1990000,20.4,2000,6,5900
2306,Kia,Carnival,2016,Diesel,Automatic,2470000,19.9,2000,4,11200
2307,Skoda,Superb,2015,Electric,Manual,1560000,24.9,2500,7,10500
2308,Kia,Carnival,2023,Electric,Automatic,710000,14.5,800,5,11900
2309,Hyundai,Verna,2022,CNG,Automatic,3200000,27.6,2000,4,6400
2310,Mahindra,Scorpio,2019,Diesel,Manual,1350000,14.4,1500,5,13600
2311,Tata Motors,Punch,2018,Electric,Automatic,3300000,16.3,1000,7,14800
2312,Volkswagen,Polo,2022,Petrol,Manual,3370000,22.9,800,6,11600
2313,Renault,Kwid,2023,Petrol,Automatic,1740000,12.4,1500,4,11300
2314,Skoda,Kushaq,2016,Diesel,Manual,770000,25.4,1000,7,11500
2315,Toyota,Camry,2017,Electric,Manual,2560000,10.6,1200,5,21900
2316,Maruti Suzuki,Swift,2024,Diesel,Manual,2220000,28.1,1500,5,16700
2317,Mahindra,Bolero,2016,Electric,Manual,2740000,26.2,800,4,8500
2318,Maruti Suzuki,WagonR,2016,Electric,Automatic,3360000,26.8,1000,4,23500
2319,Skoda,Rapid,2023,Electric,Manual,2960000,18.7,1200,4,6800
2320,Hyundai,i10,2024,CNG,Manual,2540000,12.1,2000,5,14200
2321,Toyota,Urban Cruiser,2015,Diesel,Manual,2040000,22,1000,4,24100
2322,Volkswagen,Taigun,2019,CNG,Automatic,1490000,22.6,1000,6,13700
2323,Honda,Amaze,2016,Electric,Manual,3040000,23,1000,5,23500
2324,Maruti Suzuki,Dzire,2018,Electric,Manual,2750000,25.3,1200,5,19500
2325,Toyota,Fortuner,2018,Electric,Manual,2860000,22.8,2000,4,12900
2326,Kia,Seltos,2021,CNG,Manual,1940000,21,1000,5,19600
2327,Renault,Triber,2019,Petrol,Automatic,3030000,19.8,1000,6,18300
2328,Hyundai,Creta,2024,CNG,Manual,830000,12.7,2000,4,14300
2329,Tata Motors,Tiago,2016,Electric,Manual,570000,18.2,2500,6,14400
2330,Renault,Kwid,2018,Electric,Automatic,2950000,26.8,1800,6,18300
2331,Hyundai,i10,2017,Diesel,Automatic,1720000,16.4,2500,4,18900
2332,Kia,Seltos,2021,CNG,Automatic,1120000,11.4,800,4,16100
2333,Kia,EV6,2023,Petrol,Manual,2350000,20.6,1800,5,12200
2334,Tata Motors,Altroz,2016,Diesel,Manual,980000,20.4,1000,4,14100
2335,Volkswagen,Vento,2018,Electric,Automatic,1600000,25.2,1500,6,12900
2336,Toyota,Fortuner,2023,Electric,Manual,3360000,12.6,800,7,5300
2337,Skoda,Rapid,2017,Diesel,Automatic,630000,27.1,2000,5,9000
2338,Skoda,Slavia,2021,Diesel,Automatic,470000,24.4,1000,5,23600
2339,Toyota,Urban Cruiser,2023,Petrol,Manual,1100000,20.5,1200,7,16400
2340,Renault,Kwid,2018,Electric,Automatic,990000,28.1,1200,5,19400
2341,Toyota,Urban Cruiser,2024,CNG,Manual,950000,23.1,1000,7,17900
2342,Skoda,Rapid,2022,Electric,Manual,780000,17.9,2000,6,16800
2343,Toyota,Urban Cruiser,2017,CNG,Manual,1890000,22.8,1500,7,19100
2344,Volkswagen,Virtus,2015,Electric,Automatic,1040000,14.6,2500,7,10600
2345,Hyundai,i20,2024,Petrol,Manual,3010000,25.6,1500,4,14600
2346,Skoda,Octavia,2021,Petrol,Automatic,2280000,11.3,800,6,8800
2347,Honda,City,2023,CNG,Automatic,2240000,12.9,1200,7,20700
2348,Skoda,Superb,2024,CNG,Automatic,2580000,20.1,1000,5,13200
2349,Skoda,Slavia,2017,Electric,Manual,1100000,12.4,800,5,8800
2350,Honda,City,2016,Petrol,Manual,2280000,25.5,1500,4,5900
2351,Honda,Jazz,2015,Electric,Manual,2940000,20.2,1000,7,17200
2352,Tata Motors,Punch,2016,Petrol,Automatic,3330000,16.6,2500,4,8000
2353,Maruti Suzuki,Ertiga,2022,Petrol,Manual,1890000,26,1800,7,10000
2354,Tata Motors,Harrier,2018,CNG,Automatic,2640000,16.8,2000,7,16400
2355,Mahindra,XUV700,2024,Diesel,Manual,1860000,10.3,1500,6,22600
2356,Hyundai,Verna,2015,Electric,Manual,2520000,27.1,1500,6,16700
2357,Honda,Amaze,2015,Electric,Automatic,3030000,24.4,800,4,19800
2358,Kia,Seltos,2022,Petrol,Automatic,680000,12.8,2000,4,11800
2359,Mahindra,Bolero,2021,CNG,Manual,590000,26.5,800,4,18400
2360,Toyota,Fortuner,2015,Petrol,Automatic,1130000,22,1500,7,5600
2361,Volkswagen,Tiguan,2015,CNG,Automatic,1500000,22.9,2000,4,7300
2362,Tata Motors,Punch,2017,CNG,Automatic,1180000,19.1,1200,6,14800
2363,Mahindra,Thar,2023,Petrol,Automatic,1430000,28.3,1000,6,15400
2364,Hyundai,i10,2016,CNG,Manual,2440000,14.8,800,4,13000
2365,Hyundai,i10,2024,Electric,Automatic,1120000,14.2,1000,4,10700
2366,Toyota,Camry,2017,CNG,Manual,1320000,11.4,1500,5,10500
2367,Volkswagen,Polo,2019,Electric,Manual,1870000,11.6,2000,4,10900
2368,Tata Motors,Nexon,2017,Petrol,Automatic,1680000,13.9,2500,6,11800
2369,Honda,Civic,2023,CNG,Automatic,1300000,24.9,800,7,19900
2370,Kia,Carnival,2019,CNG,Automatic,2900000,12.2,2000,6,9600
2371,Skoda,Rapid,2023,Petrol,Automatic,2400000,17.4,1800,6,12300
2372,Maruti Suzuki,Dzire,2022,CNG,Manual,2330000,10.1,800,7,12000
2373,Hyundai,Verna,2021,Diesel,Manual,470000,28,800,6,6900
2374,Maruti Suzuki,WagonR,2023,CNG,Manual,3480000,23.3,1200,5,19200
2375,Kia,Carnival,2016,CNG,Manual,620000,21.2,1800,5,6700
2376,Tata Motors,Tiago,2016,CNG,Manual,1880000,23.9,800,6,18200
2377,Honda,City,2024,Diesel,Automatic,640000,10.2,1000,4,18300
2378,Honda,Amaze,2021,Electric,Manual,920000,26.4,1800,5,18700
2379,Kia,Carens,2024,Petrol,Automatic,810000,21.1,1000,6,14300
2380,Kia,Carens,2020,Diesel,Manual,1960000,12.6,800,7,12300
2381,Maruti Suzuki,Dzire,2018,Electric,Manual,3170000,18.2,1800,6,24600
2382,Tata Motors,Punch,2021,Petrol,Automatic,1790000,12.2,1200,4,18900
2383,Hyundai,Creta,2016,CNG,Automatic,750000,16.4,800,6,8600
2384,Kia,EV6,2018,Diesel,Automatic,1570000,24.8,2500,4,24000
2385,Mahindra,XUV300,2018,Electric,Manual,1900000,11.5,800,4,6700
2386,Tata Motors,Nexon,2016,CNG,Manual,790000,20.5,2500,4,8500
2387,Honda,Civic,2020,CNG,Manual,1860000,18.1,1500,5,14000
2388,Maruti Suzuki,Baleno,2016,CNG,Automatic,1020000,20.4,2000,5,13800
2389,Kia,Carens,2016,Diesel,Automatic,2460000,18,800,4,21900
2390,Maruti Suzuki,Baleno,2023,CNG,Automatic,1150000,25.1,800,6,12700
2391,Renault,Kiger,2015,Diesel,Automatic,580000,25.8,800,4,22200
2392,Maruti Suzuki,WagonR,2020,Electric,Automatic,1590000,16.9,1500,7,15700
2393,Hyundai,Verna,2017,Petrol,Automatic,1810000,12,800,7,22200
2394,Honda,Amaze,2015,CNG,Automatic,1480000,12.5,1200,4,19100
2395,Renault,Triber,2023,Diesel,Manual,3240000,11.8,1800,6,22300
2396,Volkswagen,Vento,2017,Petrol,Automatic,2970000,28,2000,6,14900
2397,Kia,EV6,2022,Electric,Automatic,1770000,24.1,1200,4,11900
2398,Hyundai,Verna,2016,Diesel,Manual,2370000,11.3,1000,4,10800
2399,Tata Motors,Punch,2020,Petrol,Manual,2210000,25.6,2500,4,24700
2400,Mahindra,XUV300,2020,Petrol,Manual,1060000,15.7,1200,6,13300
2401,Kia,Carnival,2018,Diesel,Automatic,3130000,29.7,1200,7,6600
2402,Tata Motors,Harrier,2021,Petrol,Manual,3410000,13.5,2500,5,20800
2403,Honda,City,2019,CNG,Manual,2490000,28.8,1800,7,14800
2404,Toyota,Camry,2015,Diesel,Automatic,2430000,10.2,1500,6,13700
2405,Volkswagen,Taigun,2021,CNG,Automatic,3240000,25.2,1800,4,19800
2406,Skoda,Slavia,2016,Electric,Automatic,2160000,12.5,1200,5,12100
2407,Volkswagen,Virtus,2016,Electric,Manual,2590000,27.3,800,5,5300
2408,Volkswagen,Tiguan,2023,CNG,Manual,800000,21.4,800,6,6200
2409,Renault,Duster,2022,Electric,Automatic,950000,14.4,2500,5,8800
2410,Hyundai,Verna,2021,Petrol,Automatic,2860000,25.5,2000,5,24400
2411,Kia,Seltos,2016,Diesel,Automatic,2600000,21,1500,5,12200
2412,Volkswagen,Vento,2023,Diesel,Automatic,460000,16.6,1200,4,12800
2413,Honda,Amaze,2023,Petrol,Manual,3330000,10.6,1200,7,17600
2414,Skoda,Slavia,2016,CNG,Manual,850000,13.8,1200,4,20900
2415,Skoda,Superb,2019,Petrol,Automatic,810000,10.3,800,6,23700
2416,Mahindra,XUV700,2020,CNG,Automatic,1130000,24.4,1200,6,23900
2417,Maruti Suzuki,Baleno,2024,Diesel,Automatic,930000,25.8,1500,7,8100
2418,Honda,Amaze,2017,Diesel,Manual,1180000,20,800,7,21300
2419,Skoda,Rapid,2019,Electric,Manual,1460000,21.5,1800,5,12900
2420,Volkswagen,Taigun,2024,Petrol,Automatic,1780000,25.8,1500,6,18400
2421,Toyota,Glanza,2015,CNG,Automatic,1490000,26.6,2500,5,9800
2422,Mahindra,Scorpio,2015,Diesel,Automatic,1290000,25.6,1200,4,20900
2423,Volkswagen,Virtus,2016,CNG,Manual,400000,23.6,2000,4,18700
2424,Toyota,Glanza,2016,Diesel,Manual,2240000,20.3,2500,5,10700
2425,Skoda,Slavia,2024,CNG,Automatic,1200000,13.1,2500,6,21300
2426,Skoda,Octavia,2022,Diesel,Automatic,2950000,28.1,800,7,15600
2427,Hyundai,i20,2021,Diesel,Manual,1870000,16,1800,5,6100
2428,Maruti Suzuki,Ertiga,2017,CNG,Automatic,1170000,16,800,7,12600
2429,Kia,Sonet,2020,Diesel,Automatic,2380000,19.5,1800,6,13000
2430,Mahindra,Bolero,2018,CNG,Manual,3070000,27.3,2500,4,13200
2431,Volkswagen,Virtus,2015,Electric,Automatic,1810000,20.9,1500,5,16000
2432,Honda,City,2019,Diesel,Manual,2750000,25.5,1500,7,17200
2433,Honda,City,2015,CNG,Automatic,2810000,17.7,800,7,8300
2434,Volkswagen,Tiguan,2016,CNG,Manual,3350000,16.9,2000,7,12000
2435,Toyota,Innova,2017,CNG,Manual,3340000,21.8,1800,6,22000
2436,Skoda,Rapid,2024,Diesel,Manual,1710000,15,1800,6,10900
2437,Toyota,Fortuner,2016,Electric,Automatic,2930000,18.5,1000,5,20000
2438,Maruti Suzuki,Ertiga,2019,Diesel,Manual,2530000,10.6,1800,6,21900
2439,Tata Motors,Tiago,2019,Diesel,Manual,2620000,19.2,1000,4,10600
2440,Kia,EV6,2021,Diesel,Manual,1100000,17.1,2500,6,10300
2441,Honda,WR-V,2022,Diesel,Manual,790000,17.6,1800,5,11300
2442,Hyundai,i10,2018,CNG,Manual,3370000,12.1,1000,5,6100
2443,Tata Motors,Punch,2020,Electric,Automatic,1140000,16.4,1200,4,18800
2444,Tata Motors,Tiago,2019,Diesel,Manual,2030000,26.6,2500,7,21100
2445,Honda,Civic,2022,Petrol,Manual,1820000,21,1500,6,17000
2446,Tata Motors,Altroz,2017,Diesel,Manual,2120000,23.5,1800,6,7100
2447,Toyota,Camry,2017,CNG,Automatic,530000,13.5,2500,6,23500
2448,Honda,Civic,2021,Petrol,Automatic,3160000,27,1200,6,21000
2449,Renault,Duster,2024,CNG,Automatic,2300000,29.6,800,5,7700
2450,Tata Motors,Altroz,2015,CNG,Automatic,650000,25.5,1800,6,24900
2451,Volkswagen,Polo,2017,Petrol,Automatic,3420000,11.5,800,4,9100
2452,Hyundai,i10,2020,Electric,Automatic,920000,18.5,800,6,24100
2453,Toyota,Urban Cruiser,2015,Petrol,Manual,1790000,14.5,1200,4,7500
2454,Volkswagen,Polo,2023,Petrol,Automatic,2820000,23.1,1500,4,5600
2455,Renault,Lodgy,2020,CNG,Automatic,1250000,27.7,1200,6,12300
2456,Maruti Suzuki,WagonR,2023,Electric,Automatic,2340000,12.3,1200,5,8200
2457,Skoda,Octavia,2024,Electric,Manual,1750000,22.3,800,4,21200
2458,Maruti Suzuki,Dzire,2022,Petrol,Automatic,2410000,22.4,1500,6,5100
2459,Volkswagen,Tiguan,2020,CNG,Automatic,2240000,25.6,1000,4,11700
2460,Skoda,Slavia,2021,Diesel,Manual,2210000,28.8,2500,5,10600
2461,Volkswagen,Taigun,2018,Petrol,Manual,2870000,25.7,1000,7,8700
2462,Volkswagen,Polo,2015,Electric,Automatic,2820000,28.1,1000,6,23200
2463,Maruti Suzuki,Swift,2023,Diesel,Manual,2070000,15.9,800,4,10500
2464,Renault,Duster,2023,Diesel,Automatic,2780000,22.9,2000,6,22900
2465,Tata Motors,Nexon,2019,Petrol,Manual,3010000,20.2,2000,7,12300
2466,Toyota,Urban Cruiser,2015,Electric,Automatic,2610000,11,2500,4,6400
2467,Hyundai,Verna,2018,Diesel,Manual,2200000,29,1500,5,20500
2468,Maruti Suzuki,Swift,2016,CNG,Manual,3280000,23.5,2500,5,10200
